inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20
38,20,3,2,-1,5,2,1800.4925920963287,4.682264171896632,6.297060251235962,4.813630964183941,13.677336692810059,4.813630964183941,22.172590970993042,4.79802505475815,26.783018589019775,4.78264401454274,36.97804236412048,4.685800986079196,367.36452627182007,4.682264171896632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,20,3,2,-1,5,2,1800.492838382721,4.454274653752247,3.6331913471221924,4.454274893195576,8.071614742279053,4.454274893195576,342.31276512145996,4.454274817475415,1145.673057794571,4.454274653752247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,3,2,-1,5,2,1800.5418705940247,4.325107033291955,20.00095772743225,4.4779325871883096,38.85207557678223,4.4779325871883096,51.18560600280762,4.464831599925256,137.19673371315002,4.42183202575673,158.42081880569458,4.387115313014195,333.2513999938965,4.374729285319745,338.56455087661743,4.353649933675172,510.6838893890381,4.335551498337614,950.8760762214661,4.325107033291955,,,,,,,,,,,,,,,,,,,,,,
41,20,3,2,-1,5,2,1800.5328295230865,4.607261158178204,9.353396654129028,4.607261527215903,24.615777492523193,4.607261527215903,637.4803237915039,4.607261158178204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,20,3,2,-1,5,2,1800.7104938030243,4.46655141443861,5.418700695037842,4.4665514306323315,11.372345924377441,4.4665514306323315,299.0551538467407,4.46655141443861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,20,3,2,-1,5,2,1800.2956912517548,4.662672109756504,14.688517808914185,4.753887539752519,24.949700593948364,4.735998858574799,24.949790477752686,4.735998858574799,53.51288890838623,4.728065199189318,58.5263352394104,4.662672109756504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,20,3,2,-1,5,2,1800.7929201126099,4.7270066168934175,7.316055774688721,4.750167908763067,10.94719648361206,4.750167908763067,34.7610285282135,4.7270066168934175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,20,3,2,-1,5,2,1800.377427816391,4.754690901152588,4.276387929916382,4.764789301417565,12.336519479751587,4.764789301417565,102.17945313453674,4.754690901152588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,20,3,2,-1,5,2,1800.20787191391,4.500969549747046,4.347970485687256,4.530488640971177,12.179651260375977,4.530488640971177,44.76709318161011,4.503779563477124,73.59551811218262,4.500969549747046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,20,3,2,-1,5,2,1800.0460798740387,4.780743698773377,2.566305637359619,4.84422406762555,7.477848768234253,4.84422406762555,12.852957010269165,4.780743698773377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,20,3,2,-1,5,2,1800.3670749664307,4.694364225177107,7.183465242385864,4.753193367085707,23.748345136642456,4.753193367085707,116.59755277633667,4.694364225177107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,20,3,2,-1,5,2,1800.1250348091125,5.076821758874679,18.28523349761963,5.1278228237836645,41.253719091415405,5.1278228237836645,47.74989867210388,5.0864698714350105,435.37246322631836,5.076821758874679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20,3,2,-1,5,2,1800.059724330902,4.583728251577568,12.183715343475342,4.615349038524651,30.196892261505127,4.615349038524651,333.39678859710693,4.611279949591785,977.7806339263916,4.611141471084519,1408.208493232727,4.593598558045977,1784.6980681419373,4.583728251577568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,20,3,2,-1,5,2,1800.3894090652466,4.66785173553128,8.348920106887817,4.667852222600587,12.458732843399048,4.667852222600587,76.64158296585083,4.667851909261514,272.0947768688202,4.667851873179663,546.4051647186279,4.6678517896368845,1763.0735943317413,4.66785173553128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,20,3,2,-1,5,2,1800.0381591320038,4.5873445698309165,21.80092740058899,4.587344796127653,29.84584355354309,4.587344796127653,750.9907975196838,4.5873445698309165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,20,3,2,-1,5,2,1800.4847095012665,4.848742902866257,6.379163980484009,4.9126071482625635,20.549575805664062,4.9126071482625635,93.10536193847656,4.904796743165598,238.84441471099854,4.868278276785693,268.49125480651855,4.867564183775704,389.5891697406769,4.848742902866257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,20,3,2,-1,5,2,1800.292551279068,4.668182777647067,20.681159019470215,4.711264165264602,37.81508803367615,4.711264165264602,190.1911690235138,4.711263800654433,311.39336109161377,4.668182777647067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
